From User,To User,Number of Connection,color,color,User Name,User Name,Avatar,Avatar,Max of num_connections
3,19,32,#c90e0e,#0aecf0,Abel,Alexander,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/3.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/19.png,250
3,20,21,#c90e0e,#e50af0,Abel,Alexandra,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/3.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/20.png,250
3,22,26,#2b3030,#e50af0,Abel,Alice,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/3.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/22.png,250
3,23,80,#14c726,#0aecf0,Abel,Aliyah,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/3.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/23.png,250
3,24,46,#14c726,#0aecf0,Abel,Allison,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/3.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/24.png,250
3,27,18,#2b3030,#e50af0,Abel,Amir,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/3.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/27.png,250
4,17,30,#14c726,#e50af0,Abigail,Alex,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/4.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/17.png,250
4,19,71,#2b3030,#0aecf0,Abigail,Alexander,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/4.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/19.png,250
4,20,74,#2b3030,#e50af0,Abigail,Alexandra,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/4.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/20.png,250
4,25,96,#2b3030,#e50af0,Abigail,Alyssa,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/4.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/25.png,250
4,26,61,#14c726,#e50af0,Abigail,Amelia,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/4.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/26.png,250
4,28,55,#14c726,#0aecf0,Abigail,Anderson,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/4.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/28.png,250
4,29,44,#c90e0e,#e50af0,Abigail,Andre,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/4.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/29.png,250
4,33,73,#c90e0e,#e50af0,Abigail,Anna,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/4.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/33.png,250
4,36,90,#14c726,#e50af0,Abigail,Antonio,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/4.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/36.png,250
5,22,59,#2b3030,#0aecf0,Abraham,Alice,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/5.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/22.png,250
5,27,94,#c90e0e,#e50af0,Abraham,Amir,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/5.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/27.png,250
5,31,66,#14c726,#e50af0,Abraham,Andres,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/5.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/31.png,250
5,32,83,#c90e0e,#e50af0,Abraham,Andrew,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/5.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/32.png,250
5,36,62,#2b3030,#e50af0,Abraham,Antonio,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/5.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/36.png,250
5,37,67,#14c726,#e50af0,Abraham,Arabella,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/5.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/37.png,250
5,38,44,#c90e0e,#0aecf0,Abraham,Archer,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/5.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/38.png,250
5,41,45,#14c726,#0aecf0,Abraham,Arianna,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/5.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/41.png,250
5,43,54,#2b3030,#e50af0,Abraham,Arthur,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/5.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/43.png,250
5,44,11,#14c726,#0aecf0,Abraham,Arya,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/5.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/44.png,250
5,46,25,#14c726,#0aecf0,Abraham,Ashley,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/5.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/46.png,250
5,47,74,#14c726,#e50af0,Abraham,Ashton,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/5.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/47.png,250
6,28,30,#14c726,#0aecf0,Ace,Anderson,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/28.png,250
6,33,37,#c90e0e,#0aecf0,Ace,Anna,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/33.png,250
6,34,30,#c90e0e,#e50af0,Ace,Annabelle,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/34.png,250
6,35,57,#14c726,#0aecf0,Ace,Anthony,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/35.png,250
6,38,43,#14c726,#0aecf0,Ace,Archer,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/38.png,250
6,39,76,#14c726,#e50af0,Ace,Aria,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/39.png,250
6,41,32,#c90e0e,#e50af0,Ace,Arianna,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/41.png,250
6,47,23,#14c726,#e50af0,Ace,Ashton,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/47.png,250
6,49,66,#14c726,#e50af0,Ace,Aubree,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/49.png,250
6,50,28,#14c726,#e50af0,Ace,Aubrey,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/50.png,250
6,51,89,#c90e0e,#0aecf0,Ace,Audrey,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/51.png,250
6,52,50,#c90e0e,#e50af0,Ace,August,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/52.png,250
6,53,97,#14c726,#0aecf0,Ace,Aurora,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/53.png,250
6,54,96,#14c726,#e50af0,Ace,Austin,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/54.png,250
6,55,54,#14c726,#e50af0,Ace,Autumn,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/55.png,250
6,56,19,#14c726,#0aecf0,Ace,Ava,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/6.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/56.png,250
7,33,54,#c90e0e,#e50af0,Adalyn,Anna,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/33.png,250
7,34,24,#14c726,#0aecf0,Adalyn,Annabelle,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/34.png,250
7,36,17,#2b3030,#e50af0,Adalyn,Antonio,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/36.png,250
7,38,80,#2b3030,#0aecf0,Adalyn,Archer,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/38.png,250
7,43,32,#2b3030,#e50af0,Adalyn,Arthur,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/43.png,250
7,44,15,#2b3030,#0aecf0,Adalyn,Arya,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/44.png,250
7,45,75,#2b3030,#0aecf0,Adalyn,Asher,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/45.png,250
7,46,66,#14c726,#e50af0,Adalyn,Ashley,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/46.png,250
7,47,33,#14c726,#0aecf0,Adalyn,Ashton,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/47.png,250
7,49,56,#2b3030,#e50af0,Adalyn,Aubree,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/49.png,250
7,57,86,#c90e0e,#e50af0,Adalyn,Avery,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/57.png,250
7,59,79,#14c726,#0aecf0,Adalyn,Ayden,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/59.png,250
7,61,22,#14c726,#0aecf0,Adalyn,Barrett,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/61.png,250
7,63,96,#2b3030,#e50af0,Adalyn,Beckett,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/63.png,250
7,64,82,#c90e0e,#e50af0,Adalyn,Beckham,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/64.png,250
7,65,52,#c90e0e,#0aecf0,Adalyn,Bella,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/65.png,250
7,67,16,#14c726,#0aecf0,Adalyn,Bennett,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/67.png,250
7,70,49,#2b3030,#e50af0,Adalyn,Bodhi,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/7.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/70.png,250
8,37,69,#c90e0e,#0aecf0,Adalynn,Arabella,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/37.png,250
8,38,81,#14c726,#e50af0,Adalynn,Archer,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/38.png,250
8,41,55,#c90e0e,#e50af0,Adalynn,Arianna,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/41.png,250
8,42,99,#2b3030,#e50af0,Adalynn,Ariel,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/42.png,250
8,44,91,#2b3030,#0aecf0,Adalynn,Arya,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/44.png,250
8,49,39,#c90e0e,#e50af0,Adalynn,Aubree,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/49.png,250
8,54,30,#2b3030,#e50af0,Adalynn,Austin,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/54.png,250
8,58,37,#2b3030,#e50af0,Adalynn,Axel,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/58.png,250
8,59,62,#c90e0e,#0aecf0,Adalynn,Ayden,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/59.png,250
8,61,55,#14c726,#e50af0,Adalynn,Barrett,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/61.png,250
8,62,82,#14c726,#0aecf0,Adalynn,Beau,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/62.png,250
8,68,23,#c90e0e,#e50af0,Adalynn,Bentley,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/68.png,250
8,69,82,#2b3030,#0aecf0,Adalynn,Blake,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/69.png,250
8,70,20,#c90e0e,#e50af0,Adalynn,Bodhi,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/70.png,250
8,73,56,#2b3030,#0aecf0,Adalynn,Brandon,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/8.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/73.png,250
9,43,30,#2b3030,#e50af0,Adam,Arthur,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/9.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/43.png,250
9,47,49,#2b3030,#0aecf0,Adam,Ashton,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/9.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/47.png,250
9,52,49,#2b3030,#e50af0,Adam,August,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/9.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/52.png,250
9,53,54,#14c726,#e50af0,Adam,Aurora,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/9.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/53.png,250
9,58,18,#2b3030,#e50af0,Adam,Axel,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/9.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/58.png,250
9,63,41,#14c726,#0aecf0,Adam,Beckett,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/9.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/63.png,250
9,69,50,#c90e0e,#e50af0,Adam,Blake,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/9.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/69.png,250
9,71,83,#c90e0e,#0aecf0,Adam,Bradley,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/9.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/71.png,250
9,74,39,#c90e0e,#e50af0,Adam,Brantley,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/9.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/74.png,250
9,81,94,#c90e0e,#e50af0,Adam,Brooklyn,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/9.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/81.png,250
9,82,14,#14c726,#0aecf0,Adam,Brooks,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/9.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/82.png,250
9,86,49,#2b3030,#0aecf0,Adam,Caden,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/9.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/86.png,250
10,50,37,#14c726,#0aecf0,Addison,Aubrey,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/10.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/50.png,250
10,53,66,#2b3030,#e50af0,Addison,Aurora,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/10.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/53.png,250
10,54,58,#c90e0e,#0aecf0,Addison,Austin,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/10.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/54.png,250
10,57,56,#c90e0e,#0aecf0,Addison,Avery,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/10.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/57.png,250
10,67,100,#2b3030,#e50af0,Addison,Bennett,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/10.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/67.png,250
10,68,71,#c90e0e,#0aecf0,Addison,Bentley,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/10.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/68.png,250
10,70,62,#14c726,#0aecf0,Addison,Bodhi,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/10.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/70.png,250
10,75,84,#14c726,#e50af0,Addison,Braxton,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/10.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/75.png,250
10,77,29,#14c726,#0aecf0,Addison,Brian,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/10.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/77.png,250
10,89,15,#c90e0e,#0aecf0,Addison,Camden,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/10.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/89.png,250
10,93,31,#c90e0e,#e50af0,Addison,Caroline,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/10.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/93.png,250
10,98,64,#14c726,#e50af0,Addison,Charles,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/10.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/98.png,250
11,53,42,#c90e0e,#e50af0,Adeline,Aurora,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/11.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/53.png,250
11,67,90,#c90e0e,#e50af0,Adeline,Bennett,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/11.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/67.png,250
11,74,37,#c90e0e,#0aecf0,Adeline,Brantley,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/11.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/74.png,250
11,93,87,#14c726,#0aecf0,Adeline,Caroline,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/11.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/93.png,250
11,95,61,#2b3030,#0aecf0,Adeline,Cash,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/11.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/95.png,250
11,98,74,#c90e0e,#0aecf0,Adeline,Charles,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/11.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/98.png,250
11,100,99,#2b3030,#e50af0,Adeline,Charlotte,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/11.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/100.png,250
11,102,49,#c90e0e,#e50af0,Adeline,Chloe,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/11.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/102.png,250
11,105,53,#c90e0e,#e50af0,Adeline,Claire,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/11.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/105.png,250
11,109,45,#c90e0e,#e50af0,Adeline,Cole,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/11.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/109.png,250
12,59,39,#c90e0e,#0aecf0,Adrian,Ayden,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/12.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/59.png,250
12,64,31,#14c726,#e50af0,Adrian,Beckham,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/12.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/64.png,250
12,65,64,#14c726,#e50af0,Adrian,Bella,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/12.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/65.png,250
12,70,42,#2b3030,#e50af0,Adrian,Bodhi,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/12.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/70.png,250
12,71,11,#c90e0e,#0aecf0,Adrian,Bradley,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/12.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/71.png,250
12,74,31,#c90e0e,#0aecf0,Adrian,Brantley,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/12.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/74.png,250
12,77,22,#c90e0e,#e50af0,Adrian,Brian,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/12.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/77.png,250
12,89,46,#c90e0e,#0aecf0,Adrian,Camden,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/12.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/89.png,250
12,98,96,#14c726,#e50af0,Adrian,Charles,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/12.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/98.png,250
12,115,37,#2b3030,#0aecf0,Adrian,Cooper,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/12.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/115.png,250
12,118,35,#c90e0e,#e50af0,Adrian,Cristian,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/12.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/118.png,250
12,120,95,#2b3030,#e50af0,Adrian,Dallas,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/12.png,https://gganalytics.in/clients/toptal/SampleImages/Pokemon/120.png,250
